elapsed_seconds,heart_rate
842.0,58
843.0,57
844.0,57
845.0,57
846.0,57
847.0,57
848.0,57
849.0,58
850.0,58
851.0,59
852.0,61
853.0,61
854.0,61
855.0,61
856.0,61
857.0,62
858.0,62
859.0,62
860.0,62
861.0,62
862.0,62
863.0,62
864.0,61
865.0,61
866.0,61
867.0,60
868.0,60
869.0,60
870.0,60
871.0,60
872.0,60
873.0,60
874.0,59
875.0,59
876.0,59
877.0,59
878.0,58
879.0,58
880.0,58
881.0,58
882.0,58
883.0,59
884.0,59
885.0,59
886.0,59
887.0,60
888.0,60
889.0,61
890.0,61
891.0,61
892.0,61
893.0,61
894.0,61
895.0,61
896.0,61
897.0,60
898.0,60
899.0,59
900.0,59
901.0,59
902.0,58
903.0,58
904.0,57
905.0,57
906.0,57
907.0,56
908.0,56
909.0,56
910.0,56
911.0,56
912.0,57
913.0,57
914.0,58
915.0,60
916.0,60
917.0,62
918.0,62
919.0,65
920.0,67
921.0,67
922.0,68
923.0,68
924.0,68
925.0,68
926.0,68
927.0,67
928.0,67
929.0,66
930.0,66
931.0,65
932.0,64
933.0,64
934.0,65
935.0,65
936.0,65
937.0,65
938.0,64
939.0,64
940.0,64
941.0,64
942.0,63
943.0,62
944.0,62
945.0,63
946.0,63
947.0,63
948.0,63
949.0,62
950.0,62
951.0,62
952.0,63
953.0,63
954.0,64
955.0,64
956.0,65
957.0,65
958.0,64
959.0,64
960.0,63
961.0,63
962.0,62
963.0,62
964.0,62
965.0,61
966.0,61
967.0,61
968.0,61
969.0,61
970.0,63
971.0,63
972.0,65
973.0,69
974.0,73
975.0,73
976.0,76
977.0,81
978.0,82
979.0,83
980.0,83
981.0,83
982.0,82
983.0,80
984.0,78
985.0,76
986.0,73
987.0,70
988.0,68
989.0,65
990.0,64
991.0,61
992.0,58
993.0,56
994.0,54
995.0,53
996.0,53
997.0,53
998.0,53
999.0,53
1000.0,53
1001.0,53
1002.0,53
1003.0,53
1004.0,53
1005.0,54
1006.0,55
1007.0,55
1008.0,56
1009.0,57
1010.0,57
1011.0,57
1012.0,58
1013.0,58
1014.0,58
1015.0,59
1016.0,61
1017.0,61
1018.0,61
1019.0,61
1020.0,61
1021.0,61
1022.0,60
1023.0,60
1024.0,60
1025.0,61
1026.0,61
1027.0,61
1028.0,61
1029.0,60
1030.0,60
1031.0,60
1032.0,60
1033.0,60
1034.0,60
1035.0,61
1036.0,61
1037.0,61
1038.0,61
1039.0,61
1040.0,61
1041.0,61
1042.0,61
1043.0,60
1044.0,60
1045.0,59
1046.0,59
1047.0,58
1048.0,58
1049.0,58
1050.0,58
1051.0,58
1052.0,58
1053.0,58
1054.0,58
1055.0,59
1056.0,59
1057.0,60
1058.0,60
1059.0,61
1060.0,61
1061.0,62
1062.0,62
1063.0,62
1064.0,62
1065.0,62
1066.0,62
1067.0,61
1068.0,60
1069.0,60
1070.0,59
1071.0,59
1072.0,58
1073.0,58
1074.0,58
1075.0,58
1076.0,58
1077.0,58
1078.0,58
1079.0,57
1080.0,57
1081.0,57
1082.0,57
1083.0,57
1084.0,57
1085.0,57
1086.0,57
1087.0,57
1088.0,57
1089.0,58
1090.0,58
1091.0,58
1092.0,58
1093.0,58
1094.0,60
1095.0,60
1096.0,62
1097.0,62
1098.0,63
1099.0,63
1100.0,64
1101.0,64
1102.0,65
1103.0,66
1104.0,66
1105.0,66
1106.0,66
1107.0,65
1108.0,65
1109.0,65
1110.0,65
1111.0,65
1112.0,65
1113.0,65
1114.0,65
1115.0,65
1116.0,64
1117.0,64
1118.0,64
1119.0,64
1120.0,64
1121.0,64
1122.0,63
1123.0,63
1124.0,64
1125.0,64
1126.0,64
1127.0,64
1128.0,64
1129.0,64
1130.0,64
1131.0,65
1132.0,65
1133.0,65
1134.0,65
1135.0,65
1136.0,65
1137.0,64
1138.0,64
1139.0,64
1140.0,63
1141.0,62
1142.0,62
1143.0,61
1144.0,60
1145.0,59
1146.0,58
1147.0,58
1148.0,58
1149.0,58
1150.0,58
1151.0,58
1152.0,58
1153.0,58
1154.0,58
1155.0,58
1156.0,58
1157.0,60
1158.0,60
1159.0,61
1160.0,62
1161.0,63
1162.0,63
1163.0,63
1164.0,63
1165.0,63
1166.0,63
1167.0,63
1168.0,63
1169.0,63
1170.0,62
1171.0,62
1172.0,62
1173.0,62
1174.0,62
1175.0,62
1176.0,63
1177.0,65
1178.0,65
1179.0,66
1180.0,67
1181.0,67
1182.0,67
1183.0,67
1184.0,67
1185.0,66
1186.0,65
1187.0,64
1188.0,63
1189.0,62
1190.0,62
1191.0,61
1192.0,59
1193.0,58
1194.0,57
1195.0,57
1196.0,56
1197.0,56
1198.0,56
1199.0,56
1200.0,57
1201.0,57
1202.0,57
1203.0,58
1204.0,58
1205.0,59
1206.0,60
1207.0,60
1208.0,60
1209.0,60
1210.0,60
1211.0,60
1212.0,60
1213.0,61
1214.0,61
1215.0,61
1216.0,61
1217.0,61
1218.0,61
1219.0,60
1220.0,60
1221.0,59
1222.0,59
1223.0,59
1224.0,59
1225.0,59
1226.0,59
1227.0,59
1228.0,59
1229.0,59
1230.0,59
1231.0,60
1232.0,60
1233.0,61
1234.0,61
1235.0,61
1236.0,61
1237.0,61
1238.0,61
1239.0,61
1240.0,61
1241.0,61
1242.0,62
1243.0,62
1244.0,62
1245.0,62
1246.0,62
1247.0,62
1248.0,62
1249.0,62
1250.0,62
1251.0,62
1252.0,61
1253.0,61
1254.0,61
1255.0,60
1256.0,59
1257.0,59
1258.0,59
1259.0,58
1260.0,58
1261.0,58
1262.0,58
1263.0,58
1264.0,58
1265.0,59
1266.0,59
1267.0,58
1268.0,58
1269.0,57
1270.0,57
1271.0,57
1272.0,57
1273.0,57
1274.0,57
1275.0,57
1276.0,57
1277.0,56
1278.0,56
1279.0,56
1280.0,56
1281.0,56
1282.0,56
1283.0,56
1284.0,57
1285.0,58
1286.0,59
1287.0,60
1288.0,60
1289.0,61
1290.0,61
1291.0,62
1292.0,62
1293.0,62
1294.0,62
1295.0,62
1296.0,62
1297.0,62
1298.0,61
1299.0,61
1300.0,61
1301.0,61
1302.0,61
1303.0,60
1304.0,60
1305.0,60
1306.0,60
1307.0,60
1308.0,60
1309.0,60
1310.0,60
1311.0,60
1312.0,60
1313.0,60
1314.0,60
1315.0,60
1316.0,60
1317.0,60
1318.0,60
1319.0,61
1320.0,61
1321.0,61
1322.0,61
1323.0,61
1324.0,61
1325.0,60
1326.0,60
1327.0,60
1328.0,60
1329.0,60
1330.0,61
1331.0,61
1332.0,60
1333.0,60
1334.0,60
1335.0,60
1336.0,59
1337.0,59
1338.0,58
1339.0,58
1340.0,58
1341.0,57
1342.0,57
1343.0,57
1344.0,57
1345.0,57
1346.0,57
1347.0,57
1348.0,58
1349.0,58
1350.0,59
1351.0,60
1352.0,60
1353.0,61
1354.0,62
1355.0,62
1356.0,62
1357.0,62
1358.0,62
1359.0,62
1360.0,63
1361.0,63
1362.0,63
1363.0,63
1364.0,63
1365.0,63
1366.0,63
1367.0,63
1368.0,63
1369.0,63
1370.0,63
1371.0,63
1372.0,64
1373.0,64
1374.0,64
1375.0,64
1376.0,64
1377.0,64
1378.0,64
1379.0,64
1380.0,64
1381.0,64
1382.0,64
1383.0,64
1384.0,64
1385.0,64
1386.0,63
1387.0,63
1388.0,63
1389.0,63
1390.0,63
1391.0,63
1392.0,64
1393.0,63
1394.0,63
1395.0,63
1396.0,62
1397.0,62
1398.0,62
1399.0,62
1400.0,62
1401.0,61
1402.0,61
1403.0,61
1404.0,61
1405.0,61
1406.0,61
1407.0,61
1408.0,61
1409.0,61
1410.0,61
1411.0,62
1412.0,62
1413.0,63
1414.0,63
1415.0,64
1416.0,64
1417.0,64
1418.0,64
1419.0,64
1420.0,64
1421.0,64
1422.0,64
1423.0,64
1424.0,64
1425.0,64
1426.0,64
1427.0,64
1428.0,64
1429.0,64
1430.0,63
1431.0,63
1432.0,63
1433.0,63
1434.0,63
1435.0,62
1436.0,61
1437.0,61
1438.0,59
1439.0,59
1440.0,59
1441.0,59
1442.0,58
1443.0,58
1444.0,58
1445.0,58
1446.0,58
1447.0,58
1448.0,59
1449.0,59
1450.0,59
1451.0,59
1452.0,60
1453.0,61
1454.0,62
1455.0,66
1456.0,70
1457.0,72
1458.0,73
1459.0,78
1460.0,80
1461.0,80
1462.0,81
1463.0,81
1464.0,81
1465.0,79
1466.0,76
1467.0,74
1468.0,71
1469.0,70
1470.0,69
1471.0,66
1472.0,63
1473.0,61
1474.0,58
1475.0,57
1476.0,57
1477.0,56
1478.0,55
1479.0,55
1480.0,56
1481.0,56
1482.0,57
1483.0,58
1484.0,59
1485.0,60
1486.0,61
1487.0,61
1488.0,61
1489.0,61
1490.0,61
1491.0,60
1492.0,60
1493.0,61
1494.0,62
1495.0,62
1496.0,63
1497.0,63
1498.0,62
1499.0,62
1500.0,62
1501.0,62
1502.0,63
1503.0,63
1504.0,64
1505.0,64
1506.0,64
1507.0,65
1508.0,65
1509.0,64
1510.0,64
1511.0,64
1512.0,64
1513.0,64
1514.0,64
1515.0,63
1516.0,63
1517.0,62
1518.0,61
1519.0,61
1520.0,61
1521.0,60
1522.0,59
1523.0,59
1524.0,59
1525.0,59
1526.0,58
1527.0,58
1528.0,57
1529.0,57
1530.0,56
1531.0,56
1532.0,56
1533.0,56
1534.0,56
1535.0,57
1536.0,57
1537.0,57
1538.0,57
1539.0,57
1540.0,57
1541.0,57
1542.0,57
1543.0,58
1544.0,59
1545.0,59
1546.0,59
1547.0,59
1548.0,60
1549.0,60
1550.0,60
1551.0,60
1552.0,61
1553.0,61
1554.0,62
1555.0,62
1556.0,62
1557.0,63
1558.0,63
1559.0,63
1560.0,63
1561.0,63
1562.0,62
1563.0,62
1564.0,61
1565.0,61
1566.0,60
1567.0,60
1568.0,59
1569.0,59
1570.0,59
1571.0,59
1572.0,58
1573.0,58
1574.0,58
1575.0,58
1576.0,59
1577.0,59
1578.0,60
1579.0,60
1580.0,61
1581.0,61
1582.0,61
1583.0,61
1584.0,61
1585.0,61
1586.0,61
1587.0,61
1588.0,60
1589.0,60
1590.0,60
1591.0,60
1592.0,60
1593.0,60
1594.0,59
1595.0,59
1596.0,59
1597.0,59
1598.0,58
1599.0,59
1600.0,59
1601.0,59
1602.0,59
1603.0,59
1604.0,59
1605.0,59
1606.0,58
1607.0,58
1608.0,58
1609.0,58
1610.0,58
1611.0,58
1612.0,58
1613.0,58
1614.0,59
1615.0,59
1616.0,60
1617.0,60
1618.0,61
1619.0,61
1620.0,61
1621.0,61
1622.0,61
1623.0,61
1624.0,61
1625.0,61
1626.0,61
1627.0,61
1628.0,61
1629.0,61
1630.0,60
1631.0,60
1632.0,60
1633.0,60
1634.0,59
1635.0,59
1636.0,59
1637.0,59
1638.0,59
1639.0,59
1640.0,59
1641.0,59
1642.0,59
1643.0,59
1644.0,59
1645.0,58
1646.0,58
1647.0,58
1648.0,58
1649.0,59
1650.0,59
1651.0,59
1652.0,59
1653.0,59
1654.0,60
1655.0,60
1656.0,60
1657.0,60
1658.0,60
1659.0,60
1660.0,59
1661.0,60
1662.0,60
1663.0,60
1664.0,60
1665.0,60
1666.0,60
1667.0,60
1668.0,60
1669.0,60
1670.0,60
1671.0,60
1672.0,60
1673.0,61
1674.0,61
1675.0,61
1676.0,61
1677.0,61
1678.0,61
1679.0,61
1680.0,60
1681.0,60
1682.0,60
1683.0,60
1684.0,60
1685.0,60
1686.0,60
1687.0,60
1688.0,60
1689.0,60
1690.0,60
1691.0,60
1692.0,60
1693.0,60
1694.0,60
1695.0,60
1696.0,60
1697.0,60
1698.0,60
1699.0,60
1700.0,60
1701.0,60
1702.0,60
1703.0,59
1704.0,59
1705.0,60
1706.0,59
1707.0,59
1708.0,59
1709.0,58
1710.0,58
1711.0,58
1712.0,58
1713.0,58
1714.0,58
1715.0,58
1716.0,58
1717.0,58
1718.0,58
1719.0,58
1720.0,58
1721.0,59
1722.0,59
1723.0,60
1724.0,60
1725.0,60
1726.0,60
1727.0,60
1728.0,60
1729.0,60
1730.0,61
1731.0,61
1732.0,61
1733.0,61
1734.0,60
1735.0,60
1736.0,60
1737.0,60
1738.0,60
1739.0,60
1740.0,60
1741.0,60
1742.0,61
1743.0,61
1744.0,61
1745.0,61
1746.0,61
1747.0,61
1748.0,61
1749.0,61
1750.0,61
1751.0,61
1752.0,61
1753.0,61
1754.0,60
1755.0,60
1756.0,60
1757.0,60
1758.0,60
1759.0,60
1760.0,59
1761.0,59
1762.0,59
1763.0,59
1764.0,59
1765.0,59
1766.0,59
1767.0,59
1768.0,59
1769.0,60
1770.0,60
1771.0,59
1772.0,59
1773.0,60
1774.0,59
1775.0,59
1776.0,59
1777.0,59
1778.0,59
1779.0,59
1780.0,59
1781.0,59
1782.0,59
1783.0,59
1784.0,59
1785.0,59
1786.0,59
1787.0,59
1788.0,59
1789.0,59
1790.0,59
1791.0,59
1792.0,59
1793.0,59
1794.0,59
1795.0,60
1796.0,60
1797.0,60
1798.0,60
1799.0,61
1800.0,61
1801.0,61
1802.0,61
1803.0,61
1804.0,61
1805.0,61
1806.0,61
1807.0,61
1808.0,60
1809.0,60
1810.0,60
1811.0,60
1812.0,60
1813.0,60
1814.0,60
1815.0,60
1816.0,60
1817.0,60
1818.0,60
1819.0,60
1820.0,60
1821.0,59
1822.0,59
1823.0,59
1824.0,59
1825.0,59
1826.0,58
1827.0,58
1828.0,58
1829.0,58
1830.0,58
1831.0,58
1832.0,59
1833.0,59
1834.0,59
1835.0,59
1836.0,59
1837.0,60
1838.0,60
1839.0,60
1840.0,60
1841.0,61
1842.0,61
1843.0,61
1844.0,61
1845.0,61
1846.0,61
1847.0,61
1848.0,61
1849.0,61
1850.0,61
1851.0,61
1852.0,62
1853.0,61
1854.0,61
1855.0,61
1856.0,61
1857.0,61
1858.0,61
1859.0,61
1860.0,60
1861.0,60
1862.0,60
1863.0,60
1864.0,60
1865.0,60
1866.0,60
1867.0,59
1868.0,59
1869.0,59
1870.0,59
1871.0,59
1872.0,59
1873.0,59
1874.0,58
1875.0,58
1876.0,58
1877.0,58
1878.0,58
1879.0,58
1880.0,58
1881.0,58
1882.0,58
1883.0,58
1884.0,58
1885.0,58
1886.0,58
1887.0,58
1888.0,58
1889.0,58
1890.0,59
1891.0,59
1892.0,59
1893.0,59
1894.0,60
1895.0,60
1896.0,60
1897.0,60
1898.0,60
1899.0,60
1900.0,60
1901.0,60
1902.0,60
1903.0,60
1904.0,60
1905.0,60
1906.0,60
1907.0,60
1908.0,60
1909.0,60
1910.0,59
1911.0,59
1912.0,59
1913.0,59
1914.0,59
1915.0,59
1916.0,59
1917.0,59
1918.0,59
1919.0,59
1920.0,60
1921.0,60
1922.0,60
1923.0,60
1924.0,60
1925.0,60
1926.0,61
1927.0,61
1928.0,61
1929.0,61
1930.0,61
1931.0,61
1932.0,61
1933.0,61
1934.0,60
1935.0,60
1936.0,60
1937.0,60
1938.0,60
1939.0,60
1940.0,59
1941.0,59
1942.0,59
1943.0,59
1944.0,59
1945.0,59
1946.0,59
1947.0,59
1948.0,59
1949.0,59
1950.0,59
1951.0,59
1952.0,59
1953.0,59
1954.0,59
1955.0,59
1956.0,60
1957.0,60
1958.0,60
1959.0,60
1960.0,60
1961.0,60
1962.0,60
1963.0,60
1964.0,60
1965.0,60
1966.0,60
1967.0,60
1968.0,60
1969.0,60
1970.0,60
1971.0,60
1972.0,60
1973.0,60
1974.0,60
1975.0,60
1976.0,60
1977.0,59
1978.0,59
1979.0,59
1980.0,59
1981.0,59
1982.0,58
1983.0,58
1984.0,58
1985.0,58
1986.0,58
1987.0,58
1988.0,58
1989.0,58
1990.0,58
1991.0,58
1992.0,58
1993.0,59
1994.0,59
1995.0,59
1996.0,59
1997.0,59
1998.0,60
1999.0,60
2000.0,60
2001.0,61
2002.0,61
2003.0,61
2004.0,61
2005.0,61
2006.0,61
2007.0,62
2008.0,62
2009.0,62
2010.0,62
2011.0,62
2012.0,62
2013.0,62
2014.0,61
2015.0,61
2016.0,61
2017.0,61
2018.0,60
2019.0,60
2020.0,60
2021.0,60
2022.0,60
2023.0,60
2024.0,60
2025.0,60
2026.0,60
2027.0,60
2028.0,60
2029.0,60
2030.0,60
2031.0,60
2032.0,60
2033.0,60
2034.0,60
2035.0,60
2036.0,60
2037.0,60
2038.0,60
2039.0,60
2040.0,60
2041.0,60
2042.0,60
2043.0,60
2044.0,60
2045.0,60
2046.0,60
2047.0,60
2048.0,60
2049.0,60
2050.0,60
2051.0,60
2052.0,60
2053.0,60
2054.0,60
2055.0,59
2056.0,59
2057.0,59
2058.0,59
2059.0,59
2060.0,58
2061.0,58
2062.0,58
2063.0,58
2064.0,58
2065.0,58
2066.0,59
2067.0,59
2068.0,59
2069.0,59
2070.0,60
2071.0,60
2072.0,60
2073.0,60
2074.0,60
2075.0,60
2076.0,60
2077.0,60
2078.0,60
2079.0,60
2080.0,60
2081.0,60
2082.0,60
2083.0,60
2084.0,60
2085.0,60
2086.0,60
2087.0,60
2088.0,60
2089.0,60
2090.0,60
2091.0,60
2092.0,60
2093.0,60
2094.0,60
2095.0,60
2096.0,60
2097.0,60
2098.0,60
2099.0,60
2100.0,59
2101.0,59
2102.0,59
2103.0,59
2104.0,59
2105.0,59
2106.0,59
2107.0,59
2108.0,59
2109.0,59
2110.0,59
2111.0,59
2112.0,59
2113.0,59
2114.0,59
2115.0,59
2116.0,59
2117.0,60
2118.0,60
2119.0,60
2120.0,60
2121.0,60
2122.0,60
2123.0,60
2124.0,60
2125.0,60
2126.0,60
2127.0,59
2128.0,59
2129.0,59
2130.0,59
2131.0,59
2132.0,58
2133.0,58
2134.0,58
2135.0,58
2136.0,59
2137.0,59
