elapsed_seconds,heart_rate
0.0,69
1.0,69
2.0,69
3.0,69
4.0,69
5.0,69
6.0,70
7.0,70
8.0,70
9.0,69
10.0,69
11.0,69
12.0,69
13.0,69
14.0,69
15.0,69
16.0,68
17.0,68
18.0,67
19.0,67
20.0,67
21.0,67
22.0,66
23.0,67
24.0,67
25.0,66
26.0,66
27.0,66
28.0,66
29.0,67
30.0,67
31.0,67
32.0,68
33.0,68
34.0,69
35.0,71
36.0,71
37.0,72
38.0,73
39.0,73
40.0,74
41.0,76
42.0,76
43.0,77
44.0,79
45.0,81
46.0,81
47.0,83
48.0,85
49.0,89
50.0,89
51.0,91
52.0,91
53.0,91
54.0,91
55.0,90
56.0,90
57.0,87
58.0,84
59.0,84
60.0,81
61.0,79
62.0,79
63.0,79
64.0,79
65.0,76
66.0,75
67.0,75
68.0,75
69.0,74
70.0,74
71.0,73
72.0,73
73.0,72
74.0,71
75.0,71
76.0,71
77.0,71
78.0,72
79.0,72
80.0,72
81.0,72
82.0,73
83.0,73
84.0,75
85.0,78
86.0,78
87.0,79
88.0,81
89.0,82
90.0,82
91.0,83
92.0,85
93.0,87
94.0,87
95.0,87
96.0,87
97.0,87
98.0,87
99.0,87
100.0,87
101.0,87
102.0,87
103.0,87
104.0,87
105.0,87
106.0,87
107.0,87
108.0,87
109.0,87
110.0,87
111.0,87
112.0,87
113.0,87
114.0,87
115.0,87
116.0,87
117.0,87
118.0,87
119.0,87
120.0,87
121.0,87
122.0,87
123.0,86
124.0,86
125.0,85
126.0,82
127.0,82
128.0,81
129.0,80
130.0,80
131.0,80
132.0,80
133.0,80
134.0,80
135.0,82
136.0,82
137.0,82
138.0,84
139.0,87
140.0,88
141.0,88
142.0,89
143.0,90
144.0,90
145.0,89
146.0,87
147.0,87
148.0,86
149.0,83
150.0,82
151.0,80
152.0,80
153.0,78
154.0,76
155.0,75
156.0,74
157.0,74
158.0,73
159.0,74
160.0,74
161.0,74
162.0,75
163.0,75
164.0,76
165.0,78
166.0,78
167.0,78
168.0,79
169.0,79
170.0,79
171.0,79
172.0,79
173.0,79
174.0,79
175.0,77
176.0,77
177.0,76
178.0,74
179.0,73
180.0,72
181.0,72
182.0,70
183.0,69
184.0,68
185.0,67
186.0,67
187.0,67
188.0,67
189.0,66
190.0,66
191.0,66
192.0,66
193.0,66
194.0,66
195.0,66
196.0,67
197.0,67
198.0,66
199.0,66
200.0,66
201.0,66
202.0,66
203.0,66
204.0,65
205.0,65
206.0,66
207.0,65
208.0,65
209.0,65
210.0,65
211.0,66
212.0,67
213.0,68
214.0,69
215.0,71
216.0,72
217.0,73
218.0,75
219.0,75
220.0,75
221.0,75
222.0,76
223.0,76
224.0,76
225.0,75
226.0,74
227.0,72
228.0,71
229.0,70
230.0,70
231.0,69
232.0,68
233.0,66
234.0,66
235.0,65
236.0,65
237.0,64
238.0,64
239.0,64
240.0,64
241.0,64
242.0,63
243.0,63
244.0,63
245.0,63
246.0,63
247.0,63
248.0,63
249.0,63
250.0,64
251.0,64
252.0,64
253.0,64
254.0,64
255.0,65
256.0,65
257.0,65
258.0,65
259.0,65
260.0,65
261.0,65
262.0,65
263.0,65
264.0,65
265.0,65
266.0,65
267.0,65
268.0,65
269.0,65
270.0,64
271.0,64
272.0,64
273.0,64
274.0,65
275.0,65
276.0,65
277.0,65
278.0,65
279.0,65
280.0,65
281.0,66
282.0,67
283.0,67
284.0,68
285.0,70
286.0,70
287.0,69
288.0,69
289.0,70
290.0,70
291.0,71
292.0,72
293.0,72
294.0,70
295.0,69
296.0,68
297.0,67
298.0,66
299.0,66
300.0,66
301.0,66
302.0,66
303.0,65
304.0,64
305.0,62
306.0,61
307.0,60
308.0,60
309.0,60
310.0,59
311.0,59
312.0,58
313.0,58
314.0,58
315.0,58
316.0,58
317.0,59
318.0,59
319.0,59
320.0,59
321.0,60
322.0,60
323.0,60
324.0,60
325.0,59
326.0,59
327.0,60
328.0,60
329.0,60
330.0,60
331.0,60
332.0,61
333.0,60
334.0,61
335.0,61
336.0,61
337.0,61
338.0,61
339.0,60
340.0,60
341.0,60
342.0,60
343.0,60
344.0,60
345.0,60
346.0,60
347.0,60
348.0,59
349.0,59
350.0,58
351.0,58
352.0,58
353.0,59
354.0,59
355.0,59
356.0,60
357.0,60
358.0,60
359.0,60
360.0,61
361.0,61
362.0,61
363.0,61
364.0,62
365.0,63
366.0,63
367.0,64
368.0,66
369.0,67
370.0,68
371.0,71
372.0,71
373.0,71
374.0,71
375.0,71
376.0,71
377.0,70
378.0,70
379.0,69
380.0,67
381.0,67
382.0,66
383.0,63
384.0,61
385.0,60
386.0,59
387.0,59
388.0,59
389.0,59
390.0,59
391.0,59
392.0,59
393.0,59
394.0,59
395.0,60
396.0,60
397.0,60
398.0,61
399.0,62
400.0,62
401.0,64
402.0,65
403.0,67
404.0,69
405.0,70
406.0,71
407.0,75
408.0,76
409.0,78
410.0,80
411.0,81
412.0,81
413.0,81
414.0,80
415.0,79
416.0,78
417.0,76
418.0,74
419.0,71
420.0,68
421.0,65
422.0,63
423.0,61
424.0,59
425.0,58
426.0,57
427.0,56
428.0,56
429.0,56
430.0,56
431.0,56
432.0,56
433.0,56
434.0,56
435.0,56
436.0,57
437.0,57
438.0,57
439.0,57
440.0,58
441.0,58
442.0,58
443.0,58
444.0,59
445.0,59
446.0,60
447.0,60
448.0,60
449.0,61
450.0,61
451.0,62
452.0,62
453.0,62
454.0,62
455.0,62
456.0,62
457.0,62
458.0,62
459.0,62
460.0,62
461.0,62
462.0,62
463.0,62
464.0,62
465.0,62
466.0,62
467.0,62
468.0,62
469.0,62
470.0,62
471.0,62
472.0,63
473.0,63
474.0,64
475.0,64
476.0,64
477.0,65
478.0,65
479.0,64
480.0,64
481.0,64
482.0,64
483.0,64
484.0,65
485.0,65
486.0,65
487.0,65
488.0,66
489.0,66
490.0,65
491.0,66
492.0,66
493.0,66
494.0,66
495.0,67
496.0,67
497.0,67
498.0,67
499.0,67
500.0,67
501.0,67
502.0,66
503.0,66
504.0,66
505.0,66
506.0,66
507.0,66
508.0,65
509.0,65
510.0,65
511.0,65
512.0,64
513.0,64
514.0,64
515.0,63
516.0,63
517.0,63
518.0,63
519.0,64
520.0,64
521.0,65
522.0,65
523.0,65
524.0,65
525.0,64
526.0,64
527.0,65
528.0,65
529.0,65
530.0,64
531.0,64
532.0,64
533.0,63
534.0,63
535.0,63
536.0,63
537.0,63
538.0,64
539.0,64
540.0,64
541.0,65
542.0,65
543.0,66
544.0,67
545.0,68
546.0,70
547.0,72
548.0,73
549.0,74
550.0,74
551.0,76
552.0,77
553.0,77
554.0,78
555.0,79
556.0,80
557.0,80
558.0,79
559.0,79
560.0,78
561.0,77
562.0,77
563.0,76
564.0,75
565.0,74
566.0,73
567.0,70
568.0,69
569.0,68
570.0,66
571.0,66
572.0,66
573.0,66
574.0,66
575.0,66
576.0,67
577.0,68
578.0,69
579.0,68
580.0,68
581.0,68
582.0,68
583.0,68
584.0,67
585.0,66
586.0,65
587.0,64
588.0,62
589.0,61
590.0,61
591.0,61
592.0,61
593.0,62
594.0,64
595.0,65
596.0,68
597.0,70
598.0,70
599.0,70
600.0,70
601.0,70
602.0,70
603.0,70
604.0,70
605.0,70
606.0,70
607.0,72
608.0,73
609.0,73
610.0,73
611.0,73
612.0,73
613.0,73
614.0,73
615.0,73
616.0,73
617.0,73
618.0,73
619,67
620,63
621,61
622,61
623,59
624,58
625,58
626,59
627,59
628,59
629,59
630,59
631,59
632,59
633,59
634,59
635,58
636,58
637,58
638,59
639,59
640,58
641,59
642,58
643,59
644,59
645,58
646,58
647,58
648,58
649,59
650,60
651,60
652,61
653,63
654,65
655,70
656,80
657.0,98
658.0,99
659.0,99
660.0,100
661.0,100
662.0,100
663.0,100
664.0,100
665.0,100
666.0,100
667.0,100
668.0,100
669.0,100
670.0,100
671.0,100
672.0,100
673.0,100
674.0,100
675.0,100
676.0,100
677.0,100
678.0,100
679.0,100
680.0,100
681.0,100
682.0,97
683.0,96
684.0,94
685.0,90
686.0,89
687.0,87
688.0,85
689.0,84
690.0,82
691.0,79
692.0,77
693.0,77
694.0,77
695.0,78
696.0,78
697.0,79
698.0,80
699.0,80
700.0,81
701.0,81
702.0,81
703.0,81
704.0,81
705.0,80
706.0,80
707.0,79
708.0,80
709.0,80
710.0,80
711.0,79
712.0,79
713.0,78
714.0,78
715.0,77
716.0,76
717.0,76
718.0,75
719.0,74
720.0,72
721.0,72
722.0,71
723.0,71
724.0,71
725.0,71
726.0,71
727.0,71
728.0,70
729.0,70
730.0,71
731.0,73
732.0,73
733.0,73
734.0,73
735.0,72
736.0,72
737.0,72
738.0,72
739.0,72
740.0,71
741.0,72
742.0,72
743.0,71
744.0,71
745.0,70
746.0,70
747.0,70
748.0,70
749.0,70
750.0,70
751.0,70
752.0,69
753.0,69
754.0,69
755.0,68
756.0,68
757.0,69
758.0,69
759.0,69
760.0,69
761.0,68
762.0,68
763.0,68
764.0,68
765.0,68
766.0,68
767.0,68
768.0,68
769.0,69
770.0,69
771.0,70
772.0,71
773.0,71
774.0,71
775.0,71
776.0,71
777.0,71
778.0,70
779.0,70
780.0,70
781.0,70
782.0,68
783.0,66
784.0,65
785.0,64
786.0,64
787.0,64
788.0,64
789.0,63
790.0,63
791.0,64
792.0,64
793.0,64
794.0,64
795.0,64
796.0,65
797.0,65
798.0,64
799.0,64
800.0,64
801.0,64
802.0,64
803.0,64
804.0,65
805.0,65
806.0,65
807.0,65
808.0,65
809.0,64
810.0,64
811.0,64
812.0,64
813.0,65
814.0,65
815.0,65
816.0,65
817.0,65
818.0,65
819.0,64
820.0,65
821.0,65
822.0,65
823.0,65
824.0,66
825.0,66
826.0,66
827.0,66
828.0,66
829.0,67
830.0,67
831.0,67
832.0,67
833.0,68
834.0,68
835.0,68
836.0,68
837.0,68
838.0,67
839.0,67
840.0,67
841.0,67
842.0,67
843.0,67
844.0,66
845.0,66
846.0,66
847.0,65
848.0,65
849.0,65
850.0,65
851.0,66
852.0,66
853.0,66
854.0,66
855.0,66
856.0,65
857.0,65
858.0,65
859.0,65
860.0,66
861.0,66
862.0,66
863.0,66
864.0,66
865.0,66
866.0,66
867.0,66
868.0,66
869.0,66
870.0,66
871.0,66
872.0,67
873.0,67
874.0,67
875.0,67
876.0,68
877.0,68
878.0,68
879.0,68
880.0,67
881.0,67
882.0,67
883.0,67
884.0,67
885.0,66
886.0,66
887.0,66
888.0,66
889.0,66
890.0,65
891.0,65
892.0,66
893.0,66
894.0,66
895.0,66
896.0,66
897.0,66
898.0,66
899.0,66
900.0,66
901.0,66
902.0,66
903.0,66
904.0,66
905.0,66
906.0,66
907.0,66
908.0,66
909.0,66
910.0,66
911.0,67
912.0,68
913.0,68
914.0,68
915.0,68
916.0,68
917.0,68
918.0,68
919.0,67
920.0,67
921.0,66
922.0,66
923.0,65
924.0,65
925.0,65
926.0,65
927.0,65
928.0,65
929.0,65
930.0,66
931.0,66
932.0,66
933.0,66
934.0,66
935.0,67
936.0,67
937.0,68
938.0,69
939.0,69
940.0,70
941.0,73
942.0,73
943.0,72
944.0,72
945.0,72
946.0,72
947.0,70
948.0,70
949.0,69
950.0,69
951.0,68
952.0,66
953.0,64
954.0,62
955.0,61
956.0,61
957.0,61
958.0,61
959.0,62
960.0,62
961.0,62
962.0,62
963.0,62
964.0,63
965.0,63
966.0,64
967.0,64
968.0,64
969.0,64
970.0,64
971.0,64
972.0,64
973.0,65
974.0,65
975.0,65
976.0,66
977.0,66
978.0,66
979.0,66
980.0,65
981.0,65
982.0,65
983.0,65
984.0,65
985.0,65
986.0,65
987.0,65
988.0,65
989.0,64
990.0,64
991.0,64
992.0,64
993.0,65
994.0,65
995.0,65
996.0,65
997.0,65
