elapsed_seconds,heart_rate
998.0,66
999.0,66
1000.0,66
1001.0,66
1002.0,66
1003.0,66
1004.0,66
1005.0,67
1006.0,67
1007.0,67
1008.0,67
1009.0,67
1010.0,67
1011.0,67
1012.0,66
1013.0,66
1014.0,66
1015.0,66
1016.0,67
1017.0,67
1018.0,67
1019.0,66
1020.0,66
1021.0,66
1022.0,66
1023.0,65
1024.0,65
1025.0,65
1026.0,65
1027.0,65
1028.0,65
1029.0,64
1030.0,64
1031.0,63
1032.0,63
1033.0,63
1034.0,63
1035.0,63
1036.0,63
1037.0,63
1038.0,63
1039.0,62
1040.0,62
1041.0,62
1042.0,62
1043.0,62
1044.0,62
1045.0,62
1046.0,62
1047.0,62
1048.0,63
1049.0,63
1050.0,63
1051.0,63
1052.0,63
1053.0,64
1054.0,64
1055.0,65
1056.0,65
1057.0,66
1058.0,66
1059.0,66
1060.0,66
1061.0,65
1062.0,65
1063.0,64
1064.0,64
1065.0,65
1066.0,65
1067.0,65
1068.0,65
1069.0,64
1070.0,63
1071.0,63
1072.0,63
1073.0,63
1074.0,65
1075.0,66
1076.0,67
1077.0,69
1078.0,70
1079.0,71
1080.0,73
1081.0,74
1082.0,74
1083.0,74
1084.0,74
1085.0,73
1086.0,72
1087.0,71
1088.0,70
1089.0,69
1090.0,68
1091.0,66
1092.0,65
1093.0,65
1094.0,64
1095.0,64
1096.0,63
1097.0,63
1098.0,63
1099.0,63
1100.0,64
1101.0,65
1102.0,66
1103.0,67
1104.0,69
1105.0,69
1106.0,70
1107.0,70
1108.0,70
1109.0,71
1110.0,72
1111.0,73
1112.0,73
1113.0,73
1114.0,72
1115.0,70
1116.0,69
1117.0,68
1118.0,67
1119.0,67
1120.0,67
1121.0,66
1122.0,65
1123.0,63
1124.0,62
1125.0,61
1126.0,60
1127.0,60
1128.0,59
1129.0,59
1130.0,58
1131.0,58
1132.0,58
1133.0,58
1134.0,58
1135.0,58
1136.0,59
1137.0,58
1138.0,58
1139.0,59
1140.0,59
1141.0,59
1142.0,59
1143.0,59
1144.0,60
1145.0,60
1146.0,60
1147.0,60
1148.0,60
1149.0,60
1150.0,61
1151.0,61
1152.0,61
1153.0,61
1154.0,62
1155.0,62
1156.0,62
1157.0,61
1158.0,61
1159.0,61
1160.0,61
1161.0,61
1162.0,61
1163.0,61
1164.0,61
1165.0,61
1166.0,61
1167.0,61
1168.0,61
1169.0,61
1170.0,61
1171.0,61
1172.0,62
1173.0,62
1174.0,63
1175.0,63
1176.0,62
1177.0,62
1178.0,62
1179.0,62
1180.0,62
1181.0,62
1182.0,63
1183.0,63
1184.0,63
1185.0,64
1186.0,64
1187.0,67
1188.0,69
1189.0,69
1190.0,70
1191.0,70
1192.0,70
1193.0,70
1194.0,72
1195.0,73
1196.0,73
1197.0,73
1198.0,73
1199.0,72
1200.0,71
1201.0,69
1202.0,68
1203.0,68
1204.0,67
1205.0,67
1206.0,66
1207.0,65
1208.0,64
1209.0,64
1210.0,63
1211.0,63
1212.0,62
1213.0,62
1214.0,62
1215.0,62
1216.0,62
1217.0,62
1218.0,63
1219.0,63
1220.0,63
1221.0,64
1222.0,64
1223.0,64
1224.0,64
1225.0,64
1226.0,64
1227.0,64
1228.0,64
1229.0,64
1230.0,64
1231.0,65
1232.0,65
1233.0,65
1234.0,65
1235.0,65
1236.0,65
1237.0,65
1238.0,65
1239.0,65
1240.0,65
1241.0,66
1242.0,66
1243.0,66
1244.0,66
1245.0,66
1246.0,66
1247.0,66
1248.0,66
1249.0,66
1250.0,67
1251.0,67
1252.0,67
1253.0,67
1254.0,68
1255.0,69
1256.0,69
1257.0,71
1258.0,73
1259.0,74
1260.0,76
1261.0,76
1262.0,76
1263.0,77
1264.0,78
1265.0,78
1266.0,78
1267.0,78
1268.0,77
1269.0,76
1270.0,73
1271.0,71
1272.0,70
1273.0,69
1274.0,69
1275.0,68
1276.0,68
1277.0,66
1278.0,66
1279.0,65
1280.0,65
1281.0,64
1282.0,64
1283.0,64
1284.0,64
1285.0,63
1286.0,63
1287.0,63
1288.0,63
1289.0,63
1290.0,62
1291.0,62
1292.0,62
1293.0,62
1294.0,63
1295.0,63
1296.0,64
1297.0,64
1298.0,64
1299.0,66
1300.0,66
1301.0,68
1302.0,69
1303.0,69
1304.0,69
1305.0,69
1306.0,69
1307.0,69
1308.0,68
1309.0,68
1310.0,67
1311.0,67
1312.0,66
1313.0,66
1314.0,65
1315.0,65
1316.0,64
1317.0,64
1318.0,64
1319.0,64
1320.0,64
1321.0,66
1322.0,67
1323.0,67
1324.0,68
1325.0,68
1326.0,69
1327.0,70
1328.0,70
1329.0,70
1330.0,70
1331.0,69
1332.0,69
1333.0,68
1334.0,68
1335.0,66
1336.0,66
1337.0,65
1338.0,65
1339.0,64
1340.0,64
1341.0,64
1342.0,64
1343.0,64
1344.0,63
1345.0,63
1346.0,64
1347.0,64
1348.0,65
1349.0,66
1350.0,66
1351.0,67
1352.0,67
1353.0,68
1354.0,68
1355.0,68
1356.0,68
1357.0,68
1358.0,68
1359.0,66
1360.0,66
1361.0,65
1362.0,65
1363.0,66
1364.0,66
1365.0,65
1366.0,65
1367.0,65
1368.0,65
1369.0,65
1370.0,65
1371.0,65
1372.0,65
1373.0,65
1374.0,66
1375.0,66
1376.0,66
1377.0,66
1378.0,66
1379.0,67
1380.0,69
1381.0,69
1382.0,70
1383.0,70
1384.0,70
1385.0,70
1386.0,70
1387.0,70
1388.0,70
1389.0,70
1390.0,68
1391.0,68
1392.0,65
1393.0,64
1394.0,64
1395.0,64
1396.0,64
1397.0,64
1398.0,64
1399.0,64
1400.0,64
1401.0,65
1402.0,65
1403.0,65
1404.0,65
1405.0,65
1406.0,66
1407.0,66
1408.0,66
1409.0,66
1410.0,66
1411.0,66
1412.0,65
1413.0,65
1414.0,65
1415.0,65
1416.0,65
1417.0,65
1418.0,65
1419.0,67
1420.0,68
1421.0,68
1422.0,70
1423.0,72
1424.0,76
1425.0,76
1426.0,78
1427.0,78
1428.0,78
1429.0,78
1430.0,77
1431.0,77
1432.0,77
1433.0,77
1434.0,76
1435.0,76
1436.0,76
1437.0,76
1438.0,76
1439.0,76
1440.0,76
1441.0,76
1442.0,75
1443.0,75
1444.0,73
1445.0,73
1446.0,71
1447.0,71
1448.0,68
1449.0,67
1450.0,65
1451.0,65
1452.0,64
1453.0,63
1454.0,62
1455.0,61
1456.0,60
1457.0,60
1458.0,61
1459.0,61
1460.0,61
1461.0,61
1462.0,61
1463.0,61
1464.0,61
1465.0,61
1466.0,62
1467.0,62
1468.0,63
1469.0,65
1470.0,65
1471.0,68
1472.0,73
1473.0,76
1474.0,77
1475.0,78
1476.0,78
1477.0,78
1478.0,78
1479.0,78
1480.0,77
1481.0,77
1482.0,74
1483.0,74
1484.0,71
1485.0,71
1486.0,69
1487.0,67
1488.0,67
1489.0,66
1490.0,66
1491.0,65
1492.0,65
1493.0,65
1494.0,64
1495.0,64
1496.0,63
1497.0,63
1498.0,63
1499.0,62
1500.0,61
1501.0,60
1502.0,60
1503.0,59
1504.0,59
1505.0,59
1506.0,59
1507.0,59
1508.0,59
1509.0,59
1510.0,60
1511.0,60
1512.0,60
1513.0,60
1514.0,60
1515.0,60
1516.0,60
1517.0,60
1518.0,60
1519.0,60
1520.0,60
1521.0,60
1522.0,59
1523.0,59
1524.0,59
1525.0,59
1526.0,59
1527.0,59
1528.0,59
1529.0,59
1530.0,60
1531.0,60
1532.0,61
1533.0,62
1534.0,62
1535.0,64
1536.0,64
1537.0,65
1538.0,65
1539.0,65
1540.0,65
1541.0,65
1542.0,65
1543.0,64
1544.0,64
1545.0,64
1546.0,64
1547.0,63
1548.0,63
1549.0,62
1550.0,62
1551.0,62
1552.0,62
1553.0,62
1554.0,62
1555.0,62
1556.0,62
1557.0,61
1558.0,61
1559.0,61
1560.0,61
1561.0,60
1562.0,60
1563.0,60
1564.0,59
1565.0,59
1566.0,59
1567.0,58
1568.0,58
1569.0,58
1570.0,58
1571.0,58
1572.0,58
1573.0,59
1574.0,59
1575.0,59
1576.0,59
1577.0,60
1578.0,60
1579.0,60
1580.0,60
1581.0,60
1582.0,60
1583.0,61
1584.0,61
1585.0,61
1586.0,61
1587.0,60
1588.0,60
1589.0,60
1590.0,60
1591.0,60
1592.0,61
1593.0,61
1594.0,61
1595.0,61
1596.0,61
1597.0,61
1598.0,60
1599.0,60
1600.0,60
1601.0,60
1602.0,60
1603.0,60
1604.0,60
1605.0,60
1606.0,60
1607.0,60
1608.0,59
1609.0,59
1610.0,59
1611.0,59
1612.0,59
1613.0,59
1614.0,59
1615.0,59
1616.0,59
1617.0,59
1618.0,59
1619.0,59
1620.0,59
1621.0,59
1622.0,59
1623.0,59
1624.0,59
1625.0,59
1626.0,59
1627.0,59
1628.0,59
1629.0,60
1630.0,60
1631.0,61
1632.0,63
1633.0,64
1634.0,64
1635.0,64
1636.0,64
1637.0,64
1638.0,64
1639.0,64
1640.0,64
1641.0,63
1642.0,63
1643.0,63
1644.0,62
1645.0,61
1646.0,59
1647.0,59
1648.0,58
1649.0,58
1650.0,58
1651.0,57
1652.0,57
1653.0,57
1654.0,57
1655.0,57
1656.0,57
1657.0,57
1658.0,56
1659.0,56
1660.0,56
1661.0,56
1662.0,56
1663.0,56
1664.0,56
1665.0,56
1666.0,56
1667.0,56
1668.0,56
1669.0,57
1670.0,57
1671.0,57
1672.0,57
1673.0,58
1674.0,58
1675.0,58
1676.0,58
1677.0,58
1678.0,58
1679.0,58
1680.0,57
1681.0,58
1682.0,58
1683.0,57
1684.0,57
1685.0,57
1686.0,57
1687.0,57
1688.0,57
1689.0,57
1690.0,57
1691.0,57
1692.0,57
1693.0,57
1694.0,57
1695.0,58
1696.0,58
1697.0,57
1698.0,57
1699.0,58
1700.0,57
1701.0,58
1702.0,58
1703.0,58
1704.0,59
1705.0,59
1706.0,61
1707.0,61
1708.0,61
1709.0,61
1710.0,61
1711.0,61
1712.0,61
1713.0,61
1714.0,61
1715.0,61
1716.0,61
1717.0,60
1718.0,59
1719.0,58
1720.0,57
1721.0,56
1722.0,56
1723.0,56
1724.0,56
1725.0,56
1726.0,56
1727.0,56
1728.0,56
1729.0,56
1730.0,56
1731.0,56
1732.0,56
1733.0,56
1734.0,56
1735.0,56
1736.0,56
1737.0,56
1738.0,56
1739.0,56
1740.0,56
1741.0,56
1742.0,56
1743.0,56
1744.0,56
1745.0,56
1746.0,56
1747.0,56
1748.0,56
1749.0,56
1750.0,56
1751.0,57
1752.0,57
1753.0,57
1754.0,57
1755.0,57
1756.0,58
1757.0,58
1758.0,58
1759.0,59
1760.0,59
1761.0,59
1762.0,60
1763.0,60
1764.0,60
1765.0,60
1766.0,61
1767.0,61
1768.0,60
1769.0,60
1770.0,60
1771.0,60
1772.0,60
1773.0,59
1774.0,59
1775.0,59
1776.0,59
1777.0,58
1778.0,58
1779.0,57
1780.0,57
1781.0,57
1782.0,57
1783.0,57
1784.0,57
1785.0,57
1786.0,57
1787.0,57
1788.0,56
1789.0,56
1790.0,56
1791.0,57
1792.0,57
1793.0,57
1794.0,57
1795.0,57
1796.0,57
1797.0,58
1798.0,58
1799.0,58
1800.0,58
1801.0,58
1802.0,59
1803.0,59
1804.0,59
1805.0,59
1806.0,59
1807.0,58
1808.0,58
1809.0,58
1810.0,58
1811.0,58
1812.0,58
1813.0,58
1814.0,58
1815.0,58
1816.0,58
1817.0,58
1818.0,58
1819.0,58
1820.0,58
1821.0,58
1822.0,58
1823.0,58
1824.0,58
1825.0,59
1826.0,59
1827.0,59
1828.0,59
1829.0,59
1830.0,59
1831.0,59
1832.0,59
1833.0,59
1834.0,59
1835.0,60
1836.0,59
1837.0,59
1838.0,59
1839.0,59
1840.0,59
1841.0,59
1842.0,59
1843.0,60
1844.0,60
1845.0,59
1846.0,59
1847.0,58
1848.0,57
1849.0,56
1850.0,56
1851.0,56
1852.0,56
1853.0,56
1854.0,56
1855.0,56
1856.0,56
1857.0,56
1858.0,56
1859.0,56
1860.0,56
1861.0,56
1862.0,56
1863.0,57
1864.0,57
1865.0,58
1866.0,58
1867.0,59
1868.0,59
1869.0,60
1870.0,61
1871.0,61
1872.0,61
1873.0,61
1874.0,61
1875.0,61
1876.0,61
1877.0,61
1878.0,60
1879.0,60
1880.0,59
1881.0,58
1882.0,57
1883.0,57
1884.0,56
1885.0,56
1886.0,56
1887.0,56
1888.0,56
1889.0,56
1890.0,56
1891.0,57
1892.0,57
1893.0,58
1894.0,58
1895.0,58
1896.0,59
1897.0,59
1898.0,59
1899.0,59
1900.0,59
1901.0,59
1902.0,59
1903.0,59
1904.0,59
1905.0,59
1906.0,59
1907.0,59
1908.0,59
1909.0,59
1910.0,59
1911.0,59
1912.0,58
1913.0,58
1914.0,58
1915.0,58
1916.0,58
1917.0,59
1918.0,59
1919.0,58
1920.0,58
1921.0,57
1922.0,57
1923.0,57
1924.0,57
1925.0,57
1926.0,57
1927.0,57
1928.0,57
1929.0,57
1930.0,57
1931.0,57
1932.0,57
1933.0,57
1934.0,57
1935.0,57
1936.0,57
1937.0,57
1938.0,58
1939.0,57
1940.0,57
1941.0,57
1942.0,58
1943.0,58
1944.0,58
1945.0,58
1946.0,58
1947.0,58
1948.0,58
1949.0,58
1950.0,58
1951.0,58
1952.0,58
1953.0,58
1954.0,58
1955.0,58
1956.0,58
1957.0,58
1958.0,58
1959.0,58
1960.0,58
1961.0,57
1962.0,57
1963.0,57
1964.0,57
1965.0,57
1966.0,57
1967.0,57
1968.0,57
1969.0,58
1970.0,58
1971.0,58
1972.0,58
1973.0,58
1974.0,59
1975.0,59
1976.0,60
1977.0,60
1978.0,60
1979.0,60
1980.0,61
1981.0,60
1982.0,60
1983.0,61
1984.0,61
1985.0,60
1986.0,60
1987.0,60
1988.0,60
1989.0,60
1990.0,60
1991.0,59
1992.0,58
1993.0,58
1994.0,57
1995.0,57
1996.0,57
1997.0,57
1998.0,57
1999.0,58
2000.0,58
2001.0,58
2002.0,58
2003.0,59
2004.0,59
2005.0,59
2006.0,59
2007.0,59
2008.0,59
2009.0,60
2010.0,61
2011.0,61
2012.0,60
2013.0,60
2014.0,60
2015.0,59
2016.0,58
2017.0,58
2018.0,58
2019.0,58
2020.0,58
2021.0,58
2022.0,57
2023.0,57
2024.0,56
2025.0,56
2026.0,56
2027.0,56
2028.0,56
2029.0,56
2030.0,57
2031.0,57
2032.0,57
2033.0,57
2034.0,57
2035.0,57
2036.0,58
2037.0,58
2038.0,58
2039.0,58
2040.0,58
2041.0,58
2042.0,59
2043.0,59
2044.0,59
2045.0,60
2046.0,60
2047.0,60
2048.0,61
2049.0,61
2050.0,62
2051.0,63
2052.0,63
2053.0,63
2054.0,63
2055.0,63
2056.0,63
2057.0,64
2058.0,63
2059.0,63
2060.0,63
2061.0,62
2062.0,62
2063.0,60
2064.0,60
2065.0,60
2066.0,59
2067.0,59
2068.0,59
2069.0,58
2070.0,58
2071.0,58
2072.0,57
2073.0,57
2074.0,57
2075.0,56
2076.0,56
2077.0,56
2078.0,56
2079.0,56
2080.0,56
2081.0,56
2082.0,56
2083.0,55
2084.0,55
2085.0,56
2086.0,56
2087.0,56
2088.0,56
2089.0,56
2090.0,56
2091.0,56
2092.0,57
2093.0,58
2094.0,58
2095.0,58
2096.0,58
2097.0,58
2098.0,58
2099.0,58
2100.0,58
2101.0,58
2102.0,58
2103.0,58
2104.0,58
2105.0,59
2106.0,59
2107.0,59
2108.0,59
2109.0,59
2110.0,60
2111.0,60
2112.0,60
2113.0,60
2114.0,60
2115.0,60
2116.0,60
2117.0,60
2118.0,60
2119.0,60
2120.0,60
2121.0,59
2122.0,59
2123.0,59
2124.0,59
2125.0,59
2126.0,59
2127.0,59
2128.0,59
2129.0,59
2130.0,59
2131.0,60
2132.0,60
2133.0,61
2134.0,62
2135.0,63
2136.0,63
2137.0,64
2138.0,64
2139.0,64
2140.0,64
2141.0,64
2142.0,64
2143.0,64
2144.0,64
2145.0,64
2146.0,64
2147.0,64
2148.0,63
