elapsed_seconds,heart_rate
0.0,66
1.0,66
2.0,66
3.0,66
4.0,65
5.0,65
6.0,65
7.0,65
8.0,64
9.0,64
10.0,64
11.0,64
12.0,64
13.0,65
14.0,65
15.0,65
16.0,65
17.0,65
18.0,66
19.0,66
20.0,66
21.0,66
22.0,67
23.0,67
24.0,66
25.0,66
26.0,66
27.0,66
28.0,66
29.0,66
30.0,66
31.0,66
32.0,66
33.0,66
34.0,66
35.0,66
36.0,67
37.0,67
38.0,67
39.0,67
40.0,67
41.0,67
42.0,67
43.0,67
44.0,68
45.0,68
46.0,67
47.0,67
48.0,67
49.0,67
50.0,66
51.0,66
52.0,66
53.0,65
54.0,65
55.0,65
56.0,64
57.0,63
58.0,63
59.0,63
60.0,64
61.0,64
62.0,66
63.0,67
64.0,71
65.0,71
66.0,73
67.0,73
68.0,75
69.0,76
70.0,76
71.0,76
72.0,76
73.0,75
74.0,74
75.0,74
76.0,71
77.0,71
78.0,70
79.0,70
80.0,69
81.0,69
82.0,68
83.0,68
84.0,67
85.0,68
86.0,68
87.0,69
88.0,69
89.0,67
90.0,67
91.0,67
92.0,67
93.0,65
94.0,64
95.0,64
96.0,64
97.0,63
98.0,62
99.0,61
100.0,59
101.0,58
102.0,58
103.0,58
104.0,58
105.0,58
106.0,59
107.0,59
108.0,59
109.0,59
110.0,59
111.0,59
112.0,59
113.0,59
114.0,59
115.0,59
116.0,59
117.0,60
118.0,60
119.0,60
120.0,60
121.0,61
122.0,61
123.0,61
124.0,61
125.0,61
126.0,61
127.0,61
128.0,61
129.0,61
130.0,61
131.0,61
132.0,61
133.0,61
134.0,61
135.0,61
136.0,62
137.0,62
138.0,62
139.0,62
140.0,62
141.0,62
142.0,62
143.0,62
144.0,62
145.0,62
146.0,63
147.0,64
148.0,64
149.0,67
150.0,68
151.0,68
152.0,68
153.0,68
154.0,68
155.0,68
156.0,68
157.0,67
158.0,67
159.0,66
160.0,65
161.0,63
162.0,61
163.0,60
164.0,60
165.0,59
166.0,58
167.0,58
168.0,59
169.0,59
170.0,61
171.0,61
172.0,63
173.0,63
174.0,64
175.0,65
176.0,65
177.0,67
178.0,70
